season,season_name,sport_id,team_id,team_conference_name,school_id,school_name,ncaa_division,ncaa_division_formatted,player_id,player_jersey_number,player_last_name,player_first_name,player_full_name,player_class,player_position,player_height,GP,GS,sets_played,MS,kills,errors,total_attacks,hit%,assists,aces,serve_errors,digs,return_attacks,return_errors,solo_blocks,assisted_blocks,block_errors,total_blocks,points,BHE,serve_attempts,DBL_DBL,TRP_DBL,source_file
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8443705,23,DeSmet,Indy,Indy DeSmet,Sr,S,5-8,24,5,79,0.0,5,1,22,0.182,163,11,15,106,7,0,0,2,0,0.0,17.0,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8432797,15,Iselen,Ofure,Ofure Iselen,Sr,MB,6-0,24,18,84,0.0,102,21,247,0.328,3,0,1,19,8,1,17,87,9,0.0,162.5,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8960016,4,Duffey,Kendra,Kendra Duffey,Jr,OH,5-11,18,6,45,0.0,74,43,262,0.118,2,3,10,34,68,4,3,18,2,0.0,89.0,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8434237,7,MacDonald,Kendra,Kendra MacDonald,Jr,OH,6-1,27,19,81,0.0,195,75,599,0.2,17,10,14,147,393,28,3,23,3,0.0,219.5,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8432484,20,Williams,Keelan,Keelan Williams,Jr,OH,6-1,8,0,19,0.0,0,0,1,0.0,1,4,2,5,1,1,0,0,0,0.0,4.0,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8440274,50,Napoleon,Emma,Emma Napoleon,So,OH,5-10,20,4,45,0.0,93,50,261,0.165,4,2,11,67,157,14,1,7,1,0.0,99.5,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8438548,11,Jensen,Campbell,Campbell Jensen,Jr,L,5-10,30,0,121,0.0,2,1,11,0.091,155,33,29,459,481,25,0,0,0,0.0,35.0,1,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8430844,1,Feliciano,Nicole,Nicole Feliciano,So,S,5-10,27,25,111,0.0,59,35,187,0.128,950,16,24,309,6,1,1,44,1,0.0,98.0,3,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8440457,19,Neiman,Maia,Maia Neiman,So,OH,6-0,30,7,119,0.0,4,1,14,0.214,18,0,1,183,429,21,0,1,0,0.0,4.5,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585165,Big West,109,UC Irvine,1,I,8960003,44,Bates,Jessica,Jessica Bates,Fr,S,5-11,2,1,7,0.0,10,7,31,0.097,37,3,1,15,3,1,1,2,1,0.0,15.0,0,0,0,0,2024_109_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961108,11,Ilieva,Tsvetelina,Tsvetelina Ilieva,Sr,OH,6-0,30,30,113,0.0,535,157,1366,0.277,22,47,33,270,737,40,6,59,3,0.0,617.5,1,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961109,6,Gatto,Stephanie,Stephanie Gatto,Sr,RS,6-1,7,3,15,0.0,5,1,12,0.333,0,0,0,6,0,0,1,14,1,0.0,13.0,1,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8435955,3,Scully,Lottie,Lottie Scully,Jr,S,5-10,30,23,113,0.0,33,12,126,0.167,994,28,28,252,5,0,3,47,1,0.0,87.5,4,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8436846,9,Reynaga,Brenda,Brenda Reynaga,So,L/DS,5-3,25,8,83,0.0,0,0,4,0.0,14,2,4,123,44,4,0,0,0,0.0,2.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8437738,12,Schabort,Ella,Ella Schabort,So,OH,6-2,30,29,109,0.0,254,126,746,0.172,18,28,39,236,538,36,7,42,10,0.0,310.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8439579,15,Cohen,Danit,Danit Cohen,So,S,5-8,22,13,70,0.0,5,1,14,0.286,161,4,7,104,3,0,0,0,0,0.0,9.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8430006,21,Furlong,Alyssa,Alyssa Furlong,So,OH,6-0,1,0,1,0.0,0,1,2,-0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961107,8,Adam,Lydia,Lydia Adam,Sr,RS,6-2,16,7,41,0.0,54,14,152,0.263,6,0,0,12,3,0,1,20,2,0.0,65.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961125,22,Binagi,Briana,Briana Binagi,Fr,OH,5-10,17,1,36,0.0,7,7,35,0.0,0,0,0,28,86,5,1,1,0,0.0,8.5,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961133,4,Kadel,Regan,Regan Kadel,Fr,S,5-10,1,1,2,0.0,0,0,0,0.0,8,0,0,4,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961140,14,Holland,Sophia,Sophia Holland,Fr,MB,6-0,6,3,13,0.0,10,6,26,0.154,2,0,0,5,1,0,1,9,0,0.0,15.5,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961147,19,Dimitrova,Viktoria,Viktoria Dimitrova,Fr,OH,6-0,30,8,109,0.0,225,78,650,0.226,2,11,40,71,2,0,2,60,1,0.0,268.0,3,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961150,10,Cronkhite,Emily,Emily Cronkhite,Jr,L/DS,5-10,30,0,113,0.0,3,1,8,0.25,82,27,31,316,627,33,0,0,0,0.0,30.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8961162,23,Remy,Johanna,Johanna Remy,Sr,MB,6-0,27,24,90,0.0,59,23,157,0.229,11,0,0,22,11,0,6,75,4,0.0,102.5,1,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8432624,13,Dlouha,Misa,Misa Dlouha,So,MB,6-0,30,30,113,0.0,249,71,527,0.338,15,36,51,76,13,0,9,134,10,0.0,361.0,5,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585144,America East,62,Binghamton,1,I,8433810,2,Aguirre,Sydney,Sydney Aguirre,Sr,DS,5-10,9,0,19,0.0,0,0,1,0.0,0,4,4,14,30,3,0,0,0,0.0,4.0,0,0,0,0,2024_62_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8430725,9,Jones,Corinna,Corinna Jones,Sr,S,5-9,30,5,125,0.0,25,2,70,0.329,537,31,23,217,4,0,0,0,0,0.0,56.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977491,18,Medlin,Nicole,Nicole Medlin,Sr,MB,6-0,30,30,125,0.0,262,73,625,0.302,4,4,13,28,7,1,25,106,5,0.0,344.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8441620,8,Hummert,Sydney,Sydney Hummert,Sr,OH,6-0,27,27,107,0.0,307,159,944,0.157,25,24,42,268,624,27,16,47,4,0.0,370.5,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8433353,6,Drifka,Alyse,Alyse Drifka,Sr,S,5-9,30,25,125,0.0,25,9,70,0.229,615,21,30,286,4,0,0,0,1,0.0,46.0,3,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8433085,13,Andrade,Gabi,Gabi Andrade,Sr,DS,5-3,27,0,98,0.0,3,2,12,0.083,70,6,6,260,433,15,0,0,0,0.0,9.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8441562,7,Ranstead,Ainsley,Ainsley Ranstead,Jr,OH,6-2,30,29,124,0.0,253,119,777,0.172,27,43,38,185,629,42,7,49,5,0.0,327.5,1,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8974832,10,Hogan,Olivia,Olivia Hogan,Jr,DS,5-4,23,0,83,0.0,1,2,9,-0.111,52,20,19,224,328,12,0,0,0,0.0,21.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8440395,15,Schreimann,Bree,Bree Schreimann,Jr,OH,5-11,27,9,104,0.0,168,62,562,0.189,6,2,6,66,98,3,14,60,3,0.0,214.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977486,19,Parker,Nina,Nina Parker,So,OH,5-10,12,0,34,0.0,28,25,116,0.026,0,0,0,5,5,0,0,18,2,0.0,37.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8437656,3,Banitt,Abi,Abi Banitt,So,DS,5-7,15,0,39,0.0,0,0,0,0.0,8,2,1,39,124,12,0,0,0,0.0,2.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8430535,20,Paul,Elise,Elise Paul,Fr,MB,6-0,2,1,7,0.0,12,7,38,0.132,0,0,1,1,2,0,2,6,0,0.0,17.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977411,5,Jones,Claire,Claire Jones,Fr,DS,5-9,15,0,44,0.0,1,1,2,0.0,7,5,5,55,121,6,0,0,0,0.0,6.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977453,4,Smith,Kyndia,Kyndia Smith,Jr,RS,5-10,25,19,92,0.0,193,102,514,0.177,4,0,0,62,15,0,8,40,5,0.0,221.0,2,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977461,11,Robinson,Sophie,Sophie Robinson,Fr,OH,5-11,17,6,51,0.0,81,46,233,0.15,4,9,10,65,126,7,0,10,1,0.0,95.0,0,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585448,OVC,660,SIUE,1,I,8977467,12,Nordmann,Taya,Taya  Nordmann,Fr,MB,6-2,30,29,119,0.0,123,69,399,0.135,5,16,28,44,12,0,27,109,4,0.0,220.5,1,0,0,0,2024_660_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8951920,16,Celikkol,Asli,Asli Celikkol,Sr,OH,6-2,25,8,74,0.0,31,19,132,0.091,12,8,12,135,287,10,2,8,3,0.0,45.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8951923,4,Hewitt,Anna,Anna Hewitt,Sr,L/DS,5-9,4,0,6,0.0,0,0,1,0.0,0,0,2,2,12,2,0,0,0,0.0,0.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8432967,21,Rodriguez,Chloe,Chloe Rodriguez,Sr,MB,6-2,28,28,99,0.0,96,32,229,0.279,6,25,31,41,9,1,7,63,2,0.0,159.5,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8434822,15,Page,Madison,Madison Page,Sr,MB,6-0,28,28,99,0.0,79,18,175,0.349,4,0,0,20,5,0,16,99,7,0.0,144.5,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8441719,11,Carter,Izabella,Izabella Carter,Jr,S,5-11,5,0,9,0.0,0,0,3,0.0,36,0,0,7,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8435245,13,Smith,Kelsey,Kelsey Smith,Jr,S,5-11,28,28,100,0.0,122,64,392,0.148,751,30,47,258,8,0,5,43,4,0.0,178.5,3,0,0,2,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8434643,7,Allison,Brooklyn,Brooklyn Allison,So,L/DS,5-6,27,1,90,0.0,1,1,6,0.0,61,5,8,317,404,28,0,0,0,0.0,6.0,3,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8429667,10,Nikolic,Katia,Katia Nikolic,So,OH,6-0,24,0,72,0.0,1,0,1,1.0,0,18,39,27,0,0,0,0,0,0.0,19.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8432246,23,Snead,Summer,Summer Snead,So,MB,6-1,8,0,11,0.0,6,5,16,0.063,0,0,0,2,1,0,1,5,2,0.0,9.5,1,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8869851,18,Tarkkanen,Annastiina,Annastiina Tarkkanen,Fr,S,5-10,14,0,47,0.0,1,2,6,-0.167,169,8,12,64,3,0,0,0,1,0.0,9.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8433892,12,Bowser,Delaney,Delaney Bowser,Jr,DS,5-9,26,17,85,0.0,2,0,6,0.333,20,25,19,176,298,10,0,0,0,0.0,27.0,1,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8433627,2,Crook,Jorda,Jorda Crook,So,OPP,6-0,28,28,100,0.0,354,158,957,0.205,3,24,34,133,56,3,8,69,5,0.0,420.5,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8434289,24,Reese,Mia,Mia Reese,So,OH,6-0,28,7,99,0.0,284,127,780,0.201,3,2,5,71,341,26,8,32,2,0.0,310.0,1,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8869839,3,Jones,Abby,Abby Jones,Fr,OH,6-0,26,18,82,0.0,199,84,590,0.195,10,14,27,59,291,18,7,17,0,0.0,228.5,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585128,The American,9,UAB,1,I,8869841,5,Jarrett,Meg,Meg Jarrett,Fr,L/DS,5-7,19,5,63,0.0,0,0,1,0.0,10,6,10,114,238,20,0,0,0,0.0,6.0,0,0,0,0,2024_9_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949841,3,Hall,Jamiryana,Jamiryana Hall,Sr,OH,5-9,11,2,15,0.0,17,17,73,0.0,0,0,0,6,4,1,0,2,0,0.0,18.0,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8441095,15,Kehoe,Molly,Molly Kehoe,Sr,OH,5-11,24,9,58,0.0,27,36,183,-0.049,4,17,5,84,270,19,5,3,1,0.0,50.5,2,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949843,11,Muo,Divine,Divine Muo,So,OH,5-10,25,13,65,0.0,98,72,394,0.066,1,3,3,63,159,14,1,7,8,0.0,105.5,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8435781,22,Roundtree,Courtney,Courtney Roundtree,Jr,MB,6-0,28,28,93,0.0,213,112,499,0.202,8,7,27,38,11,0,21,36,5,0.0,259.0,1,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8434391,7,Alleman,Lani,Lani Alleman,So,L/DS,5-2,25,1,82,0.0,1,3,17,-0.118,53,10,19,229,498,51,0,0,0,0.0,11.0,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8441527,9,Beltrame,Vera,Vera Beltrame,Sr,S,5-8,11,1,14,0.0,0,0,2,0.0,38,4,0,17,1,0,0,0,0,0.0,4.0,2,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8432492,14,Kocakaya,Buse,Buse Kocakaya,Sr,RS,5-11,25,12,66,0.0,101,58,344,0.125,8,10,9,76,117,17,1,24,3,0.0,124.0,1,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8440001,8,Eciroglu,Defne,Defne Eciroglu,So,S,5-7,28,22,93,0.0,8,3,40,0.125,380,12,8,176,5,0,0,1,0,0.0,20.5,1,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8442869,12,Kennon,Ava,Ava Kennon,So,MB,5-10,17,14,49,0.0,62,22,135,0.296,4,1,3,14,7,1,4,9,3,0.0,71.5,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8430142,21,Ratchkovska,Elani,Elani Ratchkovska,So,MB,6-2,12,7,24,0.0,15,10,50,0.1,0,0,3,5,1,0,0,4,0,0.0,17.0,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8432218,5,Williams,Ryan,Ryan Williams,So,OH,5-10,19,11,45,0.0,53,46,197,0.036,4,4,16,53,163,18,0,3,1,0.0,58.5,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949837,1,Ward,Dayla,Dayla Ward,Fr,L/DS,5-5,15,0,42,0.0,3,3,13,0.0,17,7,9,87,222,31,0,0,0,0.0,10.0,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949839,2,Daffin,Chelsea,Chelsea Daffin,Fr,OH,5-10,25,21,75,0.0,151,90,526,0.116,12,13,17,161,274,26,2,2,4,0.0,167.0,1,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949840,4,Baker,Kaila,Kaila Baker,Fr,L/DS,5-6,14,0,22,0.0,0,0,3,0.0,6,0,4,25,112,19,0,0,0,0.0,0.0,0,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949844,13,Belarmino,Alexis,Alexis Belarmino,Fr,S,5-11,27,5,76,0.0,7,5,42,0.048,288,6,7,77,3,1,0,6,0,0.0,16.0,4,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949847,20,Newman,Jaedyn,Jaedyn Newman,Jr,OH,5-10,25,9,54,0.0,87,57,303,0.099,9,4,3,84,130,8,4,7,1,0.0,98.5,2,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585298,Southland,474,New Orleans,1,I,8949850,23,Scales,Akeir,Akeir Scales,Jr,MB,6-2,24,13,53,0.0,55,32,196,0.117,3,0,0,7,2,0,5,24,3,0.0,72.0,1,0,0,0,2024_474_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8967267,19,Maldonado,Alondra,Alondra Maldonado,Sr,OPP,6-1,26,19,86,0.0,168,80,495,0.178,6,0,0,45,10,0,7,32,14,0.0,191.0,2,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8967265,15,Otero,Valeria,Valeria Otero,Sr,OH,5-9,22,17,84,0.0,170,85,544,0.156,20,9,15,208,368,16,4,6,6,0.0,186.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,9736934,4,Allen,Morgan,Morgan Allen,,L,5-5,30,6,110,0.0,3,1,27,0.074,78,32,21,228,462,31,0,0,0,0.0,35.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8430410,6,Dawson,Kelsie,Kelsie Dawson,Sr,MB,6-1,3,3,13,0.0,21,8,50,0.26,2,1,1,5,10,2,1,9,2,0.0,27.5,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8431568,25,Kneba,Julia,Julia Kneba,Jr,OPP,5-11,14,2,41,0.0,51,32,173,0.11,6,4,1,14,31,3,1,5,0,0.0,58.5,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8443509,28,Martin,Madison,Madison Martin,Jr,DS,5-9,12,0,26,0.0,0,0,1,0.0,1,3,4,10,20,1,0,0,0,0.0,3.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8443470,7,Verrier,Maria,Maria Verrier,Jr,OH,5-9,10,0,19,0.0,4,3,14,0.071,1,1,5,4,8,0,0,0,0,0.0,5.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8431336,14,Garcia,Shalyn,Shalyn Garcia,Jr,DS,5-5,6,0,15,0.0,0,0,0,0.0,2,0,4,4,11,1,0,0,0,0.0,0.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8436376,17,Tuncay,Naz,Naz Tuncay,Jr,S,5-11,23,15,78,0.0,5,4,62,0.016,400,11,30,140,1,0,0,0,2,0.0,16.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8442227,1,Tomlin,Gerren,Gerren Tomlin,Jr,OH,5-10,31,31,113,0.0,366,175,952,0.201,21,58,73,310,689,40,1,20,8,0.0,435.0,6,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8435759,2,Cambraia,Ana,Ana Cambraia,Sr,MH,6-2,11,9,33,0.0,28,10,71,0.254,4,1,7,10,5,0,4,13,3,0.0,39.5,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8432428,3,Agaton,Elvira,Elvira Agaton,Sr,DS,5-4,2,0,3,0.0,0,0,0,0.0,0,1,0,4,3,1,0,0,0,0.0,1.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8436037,5,Crakow,Emma,Emma Crakow,So,L/DS,5-4,24,0,76,0.0,1,2,45,-0.022,48,10,6,131,323,32,0,0,0,0.0,11.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8431785,20,Kmuk,Martyna,Martyna Kmuk,Sr,RS,5-11,31,9,111,0.0,210,95,508,0.226,3,1,1,57,5,1,5,46,16,0.0,239.0,3,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8430578,21,Meins,Paige,Paige Meins,So,S,5-8,12,5,35,0.0,1,1,38,0.0,140,6,13,54,1,0,0,0,0,0.0,7.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8430899,30,Sanders,Hannah,Hannah Sanders,So,MB,6-0,29,29,109,0.0,144,34,310,0.355,8,2,18,49,8,1,14,63,29,0.0,191.5,4,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8995873,13,Davis,Myracle,Myracle Davis,Fr,MB,5-10,14,7,30,0.0,25,9,67,0.239,5,0,1,9,5,0,2,9,4,0.0,31.5,4,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8995946,24,Langham,Landyn,Landyn Langham,Fr,DS,5-4,12,0,17,0.0,0,0,1,0.0,15,0,0,14,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8995867,12,Mitchell,Aaliyah,Aaliyah Mitchell,So,OH,5-7,30,23,107,0.0,209,108,560,0.18,9,28,42,83,114,12,23,34,9,0.0,277.0,2,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8995897,18,Richardson,Autumn,Autumn Richardson,Fr,L/DS,5-3,1,0,4,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8432383,8,Diggs,Lelaini,Lelaini Diggs,So,OH,5-11,1,0,2,0.0,1,1,9,0.0,0,0,0,0,0,0,0,1,0,0.0,1.5,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8967263,11,Crawford,Haley,Haley Crawford,So,OH,6-2,1,0,1,0.0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585191,MEAC,178,Delaware St.,1,I,8995804,9,Ahakuelo,Paige,Paige Ahakuelo,Fr,S,5-8,29,11,109,0.0,8,8,101,0.0,555,37,33,209,8,1,1,0,0,0.0,46.0,1,0,0,0,2024_178_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8870433,3,Sianez,Alyssa,Alyssa Sianez,Sr,L/DS,5-3,33,0,116,0.0,2,1,5,0.2,87,12,16,322,869,28,0,0,0,0.0,14.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8439632,6,Lovesee,Torrance,Torrance Lovesee,Jr,OH,5-11,32,32,113,0.0,275,131,655,0.22,19,44,65,241,420,33,7,53,3,0.0,352.5,1,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8429704,14,Uskokovic,Ema,Ema Uskokovic,Jr,OH,6-0,33,33,116,0.0,354,90,939,0.281,11,48,75,205,480,35,12,86,13,0.0,457.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8430695,99,Pustahija,Sara,Sara Pustahija,Jr,OH,6-0,32,21,110,0.0,202,56,551,0.265,5,0,6,64,165,7,14,52,4,0.0,242.0,0,0,0,0,2024_704_player_season_stats.csv
2024,2024-25,WVB,585327,CUSA,704,UTEP,1,I,8436972,20,Gantt,Mattie,Mattie Gantt,Jr,S,5-11,32,1,112,0.0,8,6,43,0.047,559,36,67,163,5,0,1,0,1,0.0,45.0,3,0,0,0,2024_704_player_season_stats.csv
